Id,Label,0,1,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
989808524267-58,DIN Deutsches Institut für Normung e. V.,org,2,8,0.195197,0.205983,192.346221
510151427278-94,Konrad-Adenauer-Stiftung,org,0,8,0.243276,0.264479,4274.731748
7574443768-34,Tetra Pak Group,org,4,8,0.208745,0.222691,613.388286
701266814986-18,"The Goldman Sachs Group, Inc.",org,3,8,0.221099,0.239521,641.074776
068028792284-23,Acea S.p.A.,org,0,7,0.236299,0.258275,6127.728434
3181166932-58,DuPont de Nemours International SARL,org,3,9,0.183133,0.192856,53.204049
430805515370-85,European Film Agency Directors,org,2,10,0.164817,0.172787,26.697674
71488206456-23,Federation of European Securities Exchanges,org,3,8,0.179794,0.1911,31.842932
001968511387-52,European Internet Forum,org,2,8,0.202764,0.219005,671.629454
358435338994-90,Rådet for Grøn Omstilling,org,1,8,0.22118,0.238549,515.900596
2680046412-48,EPIA SolarPower Europe,org,0,7,0.272851,0.302017,18932.372129
286194516022-33,FEDIL - The Voice of Luxembourg's Industry,org,3,9,0.179472,0.189784,518.64949
935848345363-67,Byggföretagen,org,1,8,0.23148,0.248432,927.452431
93296213494-75,European Federation of Origin Wines,org,1,8,0.211609,0.225747,437.040752
582824527068-76,Suomen itsenäisyyden juhlarahasto,org,4,8,0.223731,0.24181,1052.469935
41802525291-86,International Road Transport Union Permanent Delegation to the EU,org,0,7,0.237325,0.25517,1492.429798
032592932156-20,Suomen Yrittäjät ry,org,4,8,0.212282,0.228069,119.766279
756268191804-61,Council for European Public Space,org,0,7,0.225154,0.240559,1015.179151
117683115792-20,MARSH & McLENNAN COMPANIES FRANCE,org,3,8,0.180549,0.191792,71.283552
717488592282-11,Oettinger Consulting GmbH,org,3,8,0.210058,0.224909,1075.891461
88457577025-19,Euroheat and Power,org,0,7,0.233547,0.250918,1241.301273
074316492069-55,Mobilians,org,0,7,0.223981,0.241464,75.599746
409219492047-56,Finnish Minerals Group,org,2,7,0.222079,0.238899,1043.825304
5351830264-31,Bitkom e.V.,org,2,8,0.236392,0.254767,1719.595139
72760517350-57,E.ON SE,org,1,8,0.21326,0.228841,224.58594
394469847966-60,Danish Refugee Council Brussels,org,5,8,0.22507,0.243887,2677.252378
28920471149-55,European Coordination Via Campesina,org,1,9,0.189957,0.202139,11.185746
02776221598-67,L'Oréal,org,0,8,0.227539,0.246868,435.566502
39966101835-69,ELECTRICITE DE FRANCE,org,0,7,0.251306,0.277568,7285.797869
960532323803-62,Swedbank AB (publ),org,1,9,0.196024,0.208573,151.366782
01623802004-63,Związek Banków Polskich,org,3,9,0.153542,0.161065,142.598497
55507619225-88,Confederazione Nazionale Coldiretti,org,0,8,0.197052,0.209098,262.496141
401111262-07,Edison Spa,org,1,8,0.215398,0.231003,1469.161438
6256831207-27,ENEL SpA,org,0,7,0.236578,0.258861,6383.313113
863737452281-79,Association des Centres Distributeurs E.Leclerc,org,1,9,0.186946,0.196233,128.67455
29896393398-67,FTI Consulting Belgium,org,0,8,0.214937,0.232321,1212.749769
450212791764-83,Anima,org,1,8,0.229099,0.248001,2374.219965
89093924456-06,Vereinigung der österreichischen Industrie - Industriellenvereinigung,org,0,8,0.219726,0.234928,712.079149
944604893432-85,The Shift Project,org,1,9,0.211833,0.225834,217.644503
354359092993-24,IPAC GLOBAL,org,2,8,0.201541,0.213885,236.767262
167661034032-04,Face-value European Alliance for Ticketing,org,1,8,0.207164,0.220291,449.791332
429814347042-83,Cleantech for Europe,org,0,8,0.241712,0.263105,4415.125233
830882416841-19,International Financial Reporting Standards (IFRS) Foundation,org,0,8,0.220128,0.238082,192.755072
39442733245-10,Deutscher Tierschutzbund - German Animal Welfare Federation,org,1,9,0.183748,0.193221,44.455669
665323793806-08,iGenius SPA,org,-1,10,0.160721,0.167989,407.344522
456211534646-58,thyssenkrupp Steel Europe AG,org,0,8,0.229712,0.249874,1413.053313
076722151810-61,Milestone Systems,org,0,8,0.192943,0.204579,83.296484
008826648924-61,Open Markets Institute,org,2,8,0.189121,0.201337,151.596048
81311819832-09,Fédération Internationale de Football Association,org,1,9,0.189181,0.199908,111.749738
922629294882-78,International Federation for Rights and Developments,org,5,9,0.165406,0.173026,352.118682
076619352960-83,Meliore Foundation,org,2,8,0.189121,0.201337,151.596048
052269393423-46,ASML Netherlands B.V.,org,2,9,0.184708,0.195463,147.323221
862558395005-29,ILEC- La Voix des marques,org,1,8,0.203038,0.216879,262.149227
229319892767-86,SUSE Software Solutions Germany GmbH,org,2,9,0.175339,0.184757,60.219764
27471236588-39,European Federation of Journalists,org,2,9,0.183468,0.193605,764.165478
53517281038-30,Finance Sweden,org,1,8,0.20624,0.220814,457.162978
953933297-85,Association Française des Entreprises Privées / French Association of Large Companies,org,3,7,0.244761,0.267154,4386.945539
960626692761-95,ContactEurope Małgorzata Handzlik,org,2,9,0.163163,0.171167,246.458612
7193977808-18,Bayerische Motoren Werke Aktiengesellschaft,org,0,7,0.231213,0.251651,1121.274852
818236795030-49,Union française des semenciers,org,1,8,0.203038,0.216879,262.149227
532743195787-70,Collectif Nourrir,org,1,8,0.212132,0.227416,179.051053
871819893436-61,Framatome SAS,org,4,9,0.16706,0.174755,106.559618
634783053106-61,Consumer Choice Center Europe,org,3,9,0.169891,0.177966,244.57955
805838518601-52,Danish Trade Union Confederation EU Office,org,1,8,0.217659,0.233513,223.712239
610535346745-80,Cambridge Institute for Sustainability Leadership,org,0,8,0.225746,0.242985,1053.796909
6168551998-60,"Association Internationale de la Savonnerie, de la Détergence et des Produits d'Entretien",org,1,8,0.207664,0.221048,448.395155
133978448647-87,the Mozilla Foundation,org,2,8,0.221506,0.239705,932.411515
286518651566-82,Vodafone GmbH,org,1,9,0.190499,0.202224,349.702419
0711626572-26,CropLife Europe,org,1,8,0.234823,0.254654,4473.124633
003123953167-62,The European Institute for Animal Law & Policy,org,1,8,0.207307,0.222481,544.999698
286062897322-37,Inter-American Development Bank,org,3,8,0.202151,0.215749,146.857133
861306398227-48,Técnica y Proyectos S.A.,org,3,8,0.203657,0.217661,15.739476
165202837974-32,TikTok Technology Ltd,org,2,8,0.217974,0.234813,518.724355
5749958415-41,Confederation of Danish Industry,org,1,8,0.239976,0.262217,6997.075525
932483333204-67,Anglo American,org,2,8,0.198286,0.209897,225.35722
603327942336-02,World Jewish Congress,org,1,9,0.203038,0.215108,269.229313
817329297201-30,"IDOM Consulting, Engineering, Architecture, S.A.U.",org,3,8,0.203726,0.218215,36.416654
997269298480-84,BROOKFIELD ASSET MANAGEMENT (UK),org,-1,9,0.169939,0.177826,896.615705
919483727476-25,"Duracell International, Inc.",org,1,8,0.22118,0.237294,1310.422978
234045010359-36,"European Institute of Womens Health,clg",org,1,8,0.206666,0.221557,273.814458
92545571128-74,European Transport Workers' Federation,org,1,8,0.218529,0.23564,729.7442
008697197178-54,Institut Mobilités en Transition,org,0,8,0.228057,0.24701,125.233739
23643001178-02,European Heat Pump Association,org,0,8,0.226853,0.243104,744.926875
189510925414-06,voestalpine AG,org,3,8,0.203726,0.218215,36.416654
516273537966-42,BioNTech SE,org,-1,10,0.142755,0.148678,44.303969
51436554494-18,BlackRock,org,3,9,0.19074,0.202437,184.669307
10065894023-79,Deutscher Bundesjugendring,org,1,8,0.198351,0.211247,87.954634
479956248822-45,EU DSO Entity,org,0,8,0.220048,0.235905,275.07696
249402638316-62,AstraZeneca PLC,org,0,8,0.233728,0.255196,2727.156564
43763731235-75,Mouvement des Entreprises de France,org,0,7,0.246264,0.27053,5465.383115
1954267427-31,FERROVIE DELLO STATO ITALIANE S.p.A.,org,3,8,0.203726,0.218215,36.416654
764633015511-42,European Recycling Industries' Confederation,org,0,8,0.224902,0.242664,532.242309
73558824193-08,Elia Transmission Belgium,org,1,8,0.218132,0.232763,248.035366
67128251296-84,International Federation of Organic Agriculture Movements EU Regional Group,org,1,8,0.191713,0.20447,286.984337
3191855142-12,Cooperativas Agro-alimentarias de España,org,3,10,0.14861,0.155071,27.668851
57221111091-19,Frank Bold Society,org,0,7,0.238833,0.25986,2453.39219
194094423131-36,ZF Friedrichshafen AG,org,0,7,0.237231,0.25708,3548.670445
525441739605-60,Nederlandse Spoorwegen,org,2,9,0.185448,0.195416,33.832743
66742324074-50,BIO Deutschland,org,0,8,0.219485,0.235643,149.556661
48544465107-88,DHL Group,org,0,7,0.261238,0.287887,11175.621378
910162617573-84,Medialiitto ry,org,4,8,0.205958,0.222462,1249.607755
3954187491-70,International Association of Oil & Gas Producers Europe,org,0,7,0.219726,0.235297,1326.557676
99436366768-45,Friends of Europe,org,0,8,0.211833,0.225996,1437.030554
39912257528-48,Confederation of Swedish Enterprise,org,1,8,0.237888,0.26059,8576.591116
78965944361-93,Transportföretagen TF Service AB,org,1,8,0.205115,0.219171,130.3082
501222919-71,Transparency International Liaison Office to the European Union,org,5,8,0.196665,0.210517,1547.609423
00358442856-45,QUALCOMM Incorporated,org,0,8,0.217423,0.233135,740.504714
1733114388-50,Green Power Denmark,org,1,8,0.228838,0.247359,1499.841109
577812220311-81,News Media Europe,org,2,8,0.203381,0.218156,588.082551
488996338945-60,EcoVadis,org,0,8,0.233004,0.251436,589.341844
796200346429-12,TOPSOE A/S,org,0,7,0.231569,0.248943,241.314963
67224683333-27,Hyundai Motor Europe,org,2,8,0.205185,0.220391,3105.554037
68861821910-84,Finnish Energy - Energiateollisuus ry,org,4,7,0.236207,0.258382,3126.758737
835967332819-32,SSAB AB,org,4,8,0.192943,0.205695,85.456672
013325324971-78,Fertility Europe,org,1,8,0.208601,0.222584,237.203687
12383069253-19,IMPALA Association Internationale AISBL,org,2,9,0.165543,0.172845,95.195602
3305029916-47,Scania AB (publ),org,0,8,0.221099,0.236471,545.142137
43176485302-45,Water Europe,org,1,8,0.219806,0.236879,1267.832083
22330076571-75,Bundesverband der Deutschen Volksbanken und Raiffeisenbanken,org,0,8,0.205255,0.218006,170.561732
83575061669-96,Cosmetics Europe,org,0,8,0.197375,0.208863,625.874691
3373670692-24,European Fund and Asset Management Association,org,3,8,0.204488,0.220135,290.198571
3978240953-79,BUSINESSEUROPE,org,0,8,0.265739,0.296043,29766.743096
824053621298-40,"SEOPAN, Asociación de Empresas Constructoras y Concesionarias de Infraestructuras",org,3,8,0.202151,0.215749,17.322517
799142914971-03,"Banco Santander, S.A.",org,3,8,0.197245,0.214225,3873.210613
189607519323-76,European Tech Alliance,org,2,8,0.235559,0.256082,3983.841999
65744846168-89,Danone,org,1,8,0.215707,0.230643,233.664716
856530833444-73,50Hertz Transmission GmbH,org,0,8,0.223481,0.240288,118.818623
870817015429-80,Ørsted A/S,org,0,8,0.22037,0.23645,812.917184
5265780509-97,American Chamber of Commerce to the European Union,org,0,7,0.247888,0.27017,8180.962585
94607479886-02,AMUNDI AM,org,3,8,0.202015,0.217236,363.855745
19920706471-21,WindEurope,org,0,7,0.240841,0.26215,4268.397797
246456836675-18,Foundation for a Living Baltic Sea - Baltic Sea Action Group,org,4,8,0.199271,0.2148,237.978101
7410939793-88,BASF SE,org,0,8,0.264338,0.29435,12985.83872
322487640603-17,KEMIJOKI OY,org,4,8,0.209254,0.223912,422.796064
03501997362-71,Fortum Oyj,org,4,8,0.227712,0.245105,1482.117857
352103717639-15,Teollisuuden Voima Oyj,org,4,8,0.201541,0.21641,1609.789827
07682415745-25,Chemical Industry Federation of Finland (Kemianteollisuus ry),org,4,7,0.232105,0.252458,1692.899148
61866543669-46,European Branded Clothing Association,org,0,7,0.208601,0.222709,166.795266
48714858158-06,Institute of International Finance,org,3,9,0.173618,0.182813,9.665456
91711831031-23,THALES,org,1,8,0.195578,0.208267,164.566423
66690371529-15,Landwirtschaftskammer Österreich,org,0,9,0.190922,0.200639,69.045207
13255254129-80,Vereniging VNO-NCW,org,0,7,0.247684,0.269123,11222.563843
93799097410-24,SES S.A.,org,3,8,0.202151,0.215749,146.857133
107779213747-53,Nordea Bank Abp,org,4,8,0.222243,0.240778,1159.253956
99345863205-62,Irish Co-operative Organisation Society Ltd.,org,2,9,0.196729,0.208913,199.971945
461173445540-64,Aercap Holdings NV,org,1,9,0.188588,0.199664,19.267651
496133025107-40,European Movement Ireland,org,2,9,0.196858,0.209524,116.660426
757195013270-80,Industriegewerkschaft Metall,org,0,8,0.2144,0.231149,429.432218
34369111614-57,Société Générale,org,3,8,0.239689,0.262832,2894.427031
7574621118-27,Community of European Railway and Infrastructure Companies,org,1,7,0.233185,0.251601,1376.273321
42433582-82,Forum Atomique Européen,org,4,9,0.16706,0.174755,106.559618
51595808923-96,ENAIRE,org,1,9,0.187005,0.197224,98.514686
009433826675-55,CMA CGM,org,0,7,0.240168,0.262791,3448.113512
56362448807-46,Human Rights Watch,org,5,8,0.239308,0.263845,14888.330178
69927546143-06,Brussels Office of the Swedish Trade Unions,org,1,8,0.223731,0.240691,1058.8405
68134637922-07,ENEDIS,org,0,8,0.213867,0.22811,119.819992
796803211721-67,Novelis Europe,org,0,8,0.210351,0.22299,208.420753
285162034736-01,Piaggio & C. S.p.A.,org,0,8,0.204557,0.217389,69.276897
961826727268-04,Farm Europe,org,1,8,0.228751,0.247911,3421.177741
15914681331-83,Architects' Council of Europe,org,3,9,0.16568,0.173511,600.5
80788715017-29,Fertilizers Europe,org,2,9,0.184029,0.196019,1856.894477
925747033224-18,European Club Association,org,1,9,0.17788,0.187386,205.224218
917204122840-28,MAHLE International GmbH,org,0,8,0.213033,0.227858,170.353468
64926487056-58,spiritsEUROPE,org,-1,9,0.181421,0.191206,292.547725
95201401713-39,Motion Picture Association EMEA,org,4,8,0.219887,0.237013,415.396363
61650796093-48,EUROMETAUX,org,0,8,0.218688,0.234967,785.835171
9825553393-31,Friends of the Earth Europe,org,2,8,0.200667,0.214084,412.629409
26255464458-25,Brunswick Group Limited srl,org,0,8,0.225831,0.243742,591.474643
95574664768-90,Verband der Automobilindustrie,org,0,7,0.261579,0.29065,12407.546037
60394321918-91,IFPI Representing recording industry worldwide,org,2,9,0.194566,0.20564,940.856726
544580951592-90,Angelini Pharma,org,1,8,0.201474,0.215441,42.167132
978587826097-61,Insurance Ireland,org,2,9,0.195769,0.207522,31.079167
511227350325-42,"Anthropic, PBC",org,2,9,0.192265,0.204722,71.30259
479234015862-06,France Digitale,org,0,7,0.235651,0.254154,1992.059021
99578067285-35,Eni S.p.A.,org,0,7,0.229799,0.248526,3526.825696
249473410586-30,STEAG GmbH,org,0,8,0.223481,0.240288,118.818623
450109092006-03,The Netherlands Institute of International Relations Clingendael,org,-1,9,0.176212,0.184551,1781.790905
409032241540-04,A2A,org,1,7,0.228057,0.245432,3416.115936
2157643512-49,FEAD,org,0,8,0.212883,0.226906,330.966995
906602046269-23,REScoop.eu vzw,org,0,8,0.217738,0.232585,186.561304
947929324977-41,European Society for Medical Oncology (ESMO),org,0,9,0.19062,0.201283,25.352747
539437350687-42,Mistral AI,org,2,8,0.22617,0.244275,2804.546794
77608353460-77,RWE AG,org,3,8,0.218608,0.235904,1730.807617
359616645930-04,"Kyndryl Holdings, Inc.",org,2,9,0.194001,0.205323,235.059197
146537115285-34,Booking.com B.V.,org,2,8,0.211016,0.226297,410.41984
5958991861-30,EVONIK INDUSTRIES AG,org,0,8,0.205255,0.217787,82.210399
58204758673-16,Mastercard Europe,org,0,8,0.214019,0.230561,2147.49597
41108238259-40,Arbeitsgemeinschaft Deutscher Verkehrsflughäfen,org,0,7,0.221588,0.238034,78.281889
245350514009-47,Mental Health Europe - Santé Mentale Europe,org,1,8,0.217974,0.234965,995.2802
923710115785-95,Transatlantic Policy Network,org,4,8,0.209181,0.225685,649.95285
597361847853-70,SEMI Europe GmbH,org,2,9,0.207952,0.222681,511.194941
17798717671-62,Bureau Brussel Vewin - Unie van Waterschappen,org,0,8,0.206382,0.220024,112.774847
4516220482-22,Deutsche Bahn AG,org,0,7,0.246063,0.271039,7007.545389
1849405799-88,TotalEnergies SE,org,0,7,0.262492,0.291173,12224.093324
0801162959-21,Microsoft Corporation,org,2,8,0.234275,0.256478,5265.154677
58744833263-19,Transport and Environment (European Federation for Transport and Environment),org,0,7,0.275349,0.308766,32992.314967
09571422185-81,VERBUND AG,org,0,8,0.213563,0.229667,323.484609
095274426474-13,Bundesverband der Deutschen Luft- und Raumfahrtindustrie e. V.,org,0,8,0.219086,0.234956,360.49459
0714344663-32,Lufthansa Group,org,0,7,0.230151,0.248753,535.034178
25805148045-87,European Network of Transmission System Operators for Electricity,org,2,9,0.17149,0.179747,135.01499
266675445160-69,IVECO GROUP N.V.,org,0,7,0.240456,0.261081,4157.03072
35279857524-58,European Movement International,org,1,8,0.22118,0.237725,1914.509646
09245221105-30,Fédération bancaire française,org,3,8,0.231391,0.252372,1141.193071
06698681039-26,EUROPEAN TRADE UNION CONFEDERATION,org,1,8,0.259883,0.2898,26748.483363
05366537746-69,"European Coordination Committee of the Radiological, Electromedical and healthcare IT Industry",org,0,8,0.203795,0.216936,154.182956
287394243384-58,CLIMCOM Berlin - Climate&Company - the private institute for climate research and training,org,3,9,0.193876,0.205217,233.127143
433743725252-26,MedTech Europe,org,0,8,0.226085,0.246493,1740.335555
06818218065-85,International Biocontrol Manufacturers' Association,org,-1,9,0.185906,0.197691,190.296942
02021363105-42,Ericsson,org,2,8,0.224398,0.241639,1088.533736
4263301811-33,Pfizer Inc.,org,1,8,0.21758,0.236423,879.600565
51925911965-76,Philip Morris International Inc.,org,1,9,0.239785,0.263302,11344.110466
7990322925-77,GSK,org,1,8,0.231658,0.251764,2845.683199
org_30ada754c89cf138,BEUC,org,1,9,0.222079,0.238402,2336.02786
org_b425f9e558baafdf,UNRWA,org,5,8,0.194944,0.207036,509.590852
org_7452b05f9d34a2a7,UNICEF,org,2,8,0.219806,0.236454,2057.251264
org_c81b8851b34cc6e4,European Commission,org,1,8,0.240648,0.262367,6674.170223
org_3b2bb4abcae83348,FEPS,org,2,8,0.208456,0.221855,320.363064
org_b48e9b8d3d8806ef,EESC,org,1,8,0.191713,0.202645,97.33379
org_cc0e1e79ab33cc74,Permanent Representation of Finland to the EU,org,4,7,0.228057,0.247021,1037.636362
org_8007865ab87179be,European Court of Auditors,org,3,10,0.15589,0.162813,135.497132
org_3434ce337df9662f,ACEA,org,0,8,0.229274,0.247842,217.634384
org_3fac75e1daa18052,Frente Polisario,org,2,9,0.180171,0.189078,392.515279
org_08f0564bb3b4867d,Kuntaliitto,org,4,8,0.208673,0.226146,390.240229
org_fca09ca353082788,Elinkeinoelämän Keskusliitto,org,4,9,0.18562,0.196531,44.456374
org_6faedd72fdd28fec,Metsä Group,org,4,8,0.210646,0.229436,521.278499
org_ea3567df2e13eb4b,UK Mission to the EU,org,1,8,0.206524,0.221721,470.333234
org_166a02fea362c10e,Irish Data Protection Commission,org,2,8,0.192758,0.205376,227.044545
org_39ccb683ba52f827,UNIDO,org,5,9,0.190861,0.202014,189.936558
org_aab8c49034845d55,UNHCR,org,5,8,0.204488,0.218024,710.841822
org_e54d64e2ac7431ce,fair trade advocacy office,org,1,8,0.224818,0.240398,894.00374
org_5684d6134747f386,Taipei Representative Office in the European Union and Belgium,org,3,8,0.210868,0.224777,2057.628231
org_7aaf608b74f7f7ae,EURORDIS,org,1,9,0.192943,0.20577,297.276331
org_5b82a8c840f9ea44,EFPIA,org,1,8,0.206595,0.222915,615.590295
org_8025260e009fca26,Copa Cogeca,org,1,8,0.209618,0.22626,1500.657564
org_32aa2dd0094da02d,Permanent representation of Denmark to the EU,org,1,8,0.222243,0.238155,983.324973
org_e417164032f57edb,Permanent representation of Poland to the EU,org,0,9,0.190983,0.20206,116.083024
org_d30a58a9118e2087,EPPO,org,1,9,0.185162,0.19556,209.315319
org_c0f0e385d12d4c15,CCS Europe,org,2,8,0.206028,0.219593,130.402326
org_a20dc89494b88a77,Euric,org,0,8,0.217659,0.231923,392.973657
org_0ef5fb86cfb961a2,AmCham,org,2,8,0.206028,0.219593,130.402326
org_bc8260f24ad7d657,United States Mission to the European Union,org,0,8,0.221751,0.237311,386.258857
org_bb87b48d5d1f39b5,Mission of Armenia to the European Union,org,1,8,0.199934,0.212416,173.373815
org_b6b0e227e3c66176,DEM party,org,-1,8,0.19809,0.210698,1371.64382
org_023d2a061ef7b6b1,Elnet,org,1,9,0.185792,0.19674,451.334301
org_798fa3c1de20882f,BASF,org,0,8,0.189479,0.199862,106.211785
org_538cde268842276c,US Mission to the EU,org,2,8,0.212432,0.227461,1351.783102
org_6b23a6d219ea2073,Huawei Technologies,org,2,8,0.20745,0.219457,157.899511
org_bb73403ede2df6a1,IG Metall,org,0,8,0.204627,0.216456,171.32715
org_d730b8ba599ddb3a,EUFORES,org,1,8,0.204627,0.217054,170.848552
org_48d9215e2aaf0d8f,CPME,org,1,8,0.206453,0.220868,620.91412
org_918322aaedb9159a,Seas At Risk,org,3,8,0.200868,0.214768,655.519172
org_6d2161664c176d7e,IFOAM Organics Europe,org,1,8,0.201744,0.214097,207.042436
org_7b76b2e3bfc74219,Social Platform,org,1,8,0.197634,0.210584,174.314006
org_01aa92bdabb2b8c2,FEANTSA,org,3,8,0.208745,0.221755,1270.537867
org_279015e964a4b3bb,Verdens skove,org,1,8,0.201676,0.216272,65.754835
org_cb70cbadb6987422,EFOW,org,3,9,0.172374,0.180662,420.512345
org_f40bc20411daa68c,FNSEA,org,1,8,0.200533,0.212035,76.547746
org_2a6b1b37fea60f99,Confindustria,org,0,8,0.202287,0.214947,446.593874
org_691b4907105094b0,FOUR PAWS,org,1,8,0.20745,0.220258,399.025248
org_3a7d06a2880e369e,CNIEL,org,1,9,0.195705,0.208616,40.286955
org_63431d4f4f9484d3,ASTOC – Association of Swedish Train Operating Companies,org,1,8,0.219325,0.234857,403.750119
org_69cc4b0eee60700d,North Sweden European Office,org,1,9,0.183412,0.19342,25.508415
org_76a654a764f38511,IFOAM,org,1,8,0.203933,0.217065,285.819412
org_12c5af9f0a278285,Kárpátaljai Magyar Kulturális Szövetség,org,-1,8,0.19744,0.210046,1567.30844
org_2e8ca0eeaa501dbf,Taipei Representative Office in the EU and Belgium,org,2,8,0.217344,0.232258,1824.725262
org_3296e1843edf0ff3,Livsmedelsföretagen,org,1,9,0.183356,0.194995,139.491499
org_baf1617e241f8146,Grace Public Affairs,org,1,8,0.210351,0.224782,64.251774
org_d957d44fcb90f51b,Naturskyddsföreningen,org,1,8,0.195197,0.207155,460.574328
org_f382c970c9cb834d,Europol,org,5,8,0.199073,0.212551,830.79783
org_399524e16000a474,IFRLNS,org,4,8,0.188647,0.200521,161.633167
org_0ed394e15a6bfc5a,Roxel,org,0,8,0.199469,0.211729,58.980158
org_e8e9b6870bdd8010,European Endowment for Democracy,org,2,9,0.172671,0.18058,19.072184
org_93fe8bcfd0e4d145,ÖAMTC,org,0,9,0.207736,0.220693,150.454988
org_629455c8b503bbad,Suomen pysyvä edustusto Euroopan unionissa,org,4,8,0.207378,0.224652,226.470288
org_8ca1828f08b7dd19,Embassy of the Kyrgyz Republic,org,4,8,0.205465,0.220679,371.219
org_e55a1583df62da3a,MSD,org,1,8,0.201474,0.215441,42.167132
org_99cffac06ec49eea,Suomen pysyvä edustusto EU:ssa,org,4,9,0.188233,0.202519,106.677528
org_c138461db9c36f5d,Skoda Auto,org,-1,8,0.190077,0.200148,68.553636
org_e2456c040f107569,Sdružení automobilového průmyslu,org,0,8,0.19628,0.207708,84.611282
org_8c4720556bea94d9,Europabüro der bayerischen Kommunen,org,0,8,0.199271,0.211644,41.754512
197448,Rasmus ANDRESEN,mep,1,8,0.218529,0.233982,191.552825
197400,Abir AL-SAHLANI,mep,2,9,0.179686,0.189793,180.83917
257043,Maravillas ABADÍA JOVER,mep,1,9,0.196794,0.20771,224.883868
197403,Alex AGIUS SALIBA,mep,2,8,0.229187,0.248315,6130.629613
256805,Li ANDERSSON,mep,4,7,0.221669,0.239655,2193.315267
256869,Grégory ALLIONE,mep,0,8,0.234183,0.2533,3379.363069
256987,Oihane AGIRREGOITIA MARTÍNEZ,mep,3,9,0.168322,0.177883,232.988694
256810,Mika AALTOLA,mep,4,8,0.219485,0.237752,2981.48792
204332,Barry ANDREWS,mep,5,8,0.22118,0.239944,7237.630727
202073,Marc ANGEL,mep,0,8,0.215862,0.231336,2263.930734
119652,Vytenis Povilas ANDRIUKAITIS,mep,0,8,0.226511,0.24464,2996.778499
96808,Pablo ARIAS ECHEVERRÍA,mep,2,8,0.212057,0.22736,155.982053
24922,Pascal ARIMONT,mep,0,7,0.233728,0.252068,2478.963122
256934,Daniel ATTARD,mep,0,8,0.223233,0.240041,2084.512074
197781,Malik AZMANI,mep,5,8,0.192388,0.202547,28.392104
247735,Laura BALLARÍN CEREZA,mep,2,8,0.21664,0.23276,1990.257335
257003,Jeannette BALJEU,mep,0,7,0.251726,0.279836,18004.632361
197433,Katarina BARLEY,mep,2,9,0.187705,0.198498,50.404413
257110,Dan BARNA,mep,1,8,0.213336,0.227637,657.65759
197684,Pernando BARRENA ARZA,mep,-1,9,0.171441,0.179395,102.874112
197534,François-Xavier BELLAMY,mep,0,8,0.219806,0.235221,524.735881
256887,Wouter BEKE,mep,0,7,0.230504,0.249458,1858.256599
197648,Alexander BERNHUBER,mep,1,8,0.21509,0.233417,3772.882486
197778,Tom BERENDSEN,mep,-1,8,0.221262,0.238267,3766.614721
124867,Brando BENIFEI,mep,0,7,0.244264,0.265604,6006.198828
197408,Hildegard BENTELE,mep,0,7,0.252466,0.280561,14437.14146
197435,Gabriele BISCHOFF,mep,1,8,0.218688,0.23509,547.546106
197449,Michael BLOSS,mep,1,7,0.242687,0.265592,5603.639554
257108,Stefano BONACCINI,mep,0,8,0.203038,0.21593,166.885268
112748,Biljana BORZAN,mep,1,9,0.189837,0.199269,135.472041
197577,Gilles BOYER,mep,3,8,0.224398,0.24634,5307.273095
124984,Lynn BOYLAN,mep,1,7,0.235099,0.257489,5346.81997
257020,Stine BOSSE,mep,1,7,0.252678,0.28346,21918.004108
204129,Nikolina BRNJAC,mep,1,8,0.212207,0.226374,872.072351
197440,Delara BURKHARDT,mep,1,8,0.216017,0.231276,1330.500095
28219,Daniel CASPARY,mep,0,8,0.205958,0.21852,234.430377
256891,Benoit CASSART,mep,1,8,0.217187,0.233241,2456.921423
256915,Mélissa CAMARA,mep,5,9,0.20107,0.216164,1957.141407
257296,Nina CARBERRY,mep,2,8,0.221506,0.240475,4750.2636
256921,Laurent CASTILLO,mep,0,7,0.236207,0.255302,3232.620903
96711,Pascal CANFIN,mep,0,7,0.278022,0.320097,52090.021869
257096,Stefano CAVEDAGNA,mep,1,8,0.219166,0.236003,2426.133411
256880,Estelle CEULEMANS,mep,1,8,0.208384,0.222085,517.300376
197782,Mohammed CHAHIM,mep,0,8,0.22315,0.238664,421.750164
197529,Leila CHAIBI,mep,1,8,0.220937,0.236017,2123.621989
257014,Veronika CIFROVÁ OSTRIHOŇOVÁ,mep,2,8,0.219485,0.236338,277.834201
197558,Asger CHRISTENSEN,mep,1,8,0.206099,0.219709,706.858544
257023,Per CLAUSEN,mep,1,7,0.243769,0.27134,11235.581893
245018,Christophe CLERGEAU,mep,0,7,0.244861,0.267328,4870.710346
257169,Annalisa CORRADO,mep,0,8,0.220693,0.236586,562.599041
256937,Vivien COSTANZO,mep,0,8,0.202559,0.214506,37.57755
257057,João COTRIM DE FIGUEIREDO,mep,2,8,0.208673,0.222641,561.360175
256938,Tobias CREMER,mep,0,8,0.211386,0.22445,83.739239
197503,David CORMAND,mep,2,8,0.242687,0.266395,8644.181897
257028,Henrik DAHL,mep,1,8,0.214783,0.228216,614.339147
256862,Dóra DÁVID,mep,2,7,0.234001,0.254467,3658.880444
38542,Johan DANIELSSON,mep,1,7,0.257106,0.286961,18775.07809
